query_node_id,user_id,time_query,query_lat,query_lng,area_id,query_location_hint,time_slot_id,term,desired_price_range_id,preferred_aspects,raw_preferred_aspects,distance_tolerance_m,store_node_id,store_id,store_name,rank,relevance_score,relevance_weight,distance_m,rating,review_count,median_price,latitude,longitude,is_closed,reason
query:u003,u003,6/3/2026 11:10,21.004972,105.840859,Ha Noi:Quan Hai Ba Trung,Tạ Quang Bửu,lunch,com|com rang,under_50k,service|price,staff_service|value_for_money,1800,store:31215,31215,Cơm Rang Hải Sơn - Giải Phóng,1,0.905314,1.0,278.1,4.0,429,46000.0,21.00285912,105.8422928,false,"khớp term: com, com rang; cách query 278m; rating 4.0; price_min 12000; opening_status=open"
query:u003,u003,6/3/2026 11:10,21.004972,105.840859,Ha Noi:Quan Hai Ba Trung,Tạ Quang Bửu,lunch,com|com rang,under_50k,service|price,staff_service|value_for_money,1800,store:11471,11471,Thiên Trường - Phở Cồ & Cơm Gà Xối Mắm - Giải Phóng,2,0.891228,0.63093,265.4,4.5,39,59000.0,21.00283051,105.8419876,false,"khớp term: com, com rang; cách query 265m; rating 4.5; price_min 10000; opening_status=open"
query:u003,u003,6/3/2026 11:10,21.004972,105.840859,Ha Noi:Quan Hai Ba Trung,Tạ Quang Bửu,lunch,com|com rang,under_50k,service|price,staff_service|value_for_money,1800,store:8314,8314,Phở Bò Cơm Rang Duy Nhất - Giải Phóng,3,0.806687,0.5,483.4,4.6,1787,60000.0,21.00073051,105.8418808,true,"khớp term: com, com rang; cách query 483m; rating 4.6; price_min 35000; opening_status=closed"
query:u003,u003,6/3/2026 11:10,21.004972,105.840859,Ha Noi:Quan Hai Ba Trung,Tạ Quang Bửu,lunch,com|com rang,under_50k,service|price,staff_service|value_for_money,1800,store:126147,126147,"Nhà Hàng Bin Bo - Bún Riêu Cua, Cơm Rang & Phở Xào - Phương Mai",4,0.798496,0.430677,192.1,4.3,4,70000.0,21.00564957,105.8391571,false,"khớp term: com, com rang; cách query 192m; rating 4.3; price_min 1000; opening_status=open"
query:u003,u003,6/3/2026 11:10,21.004972,105.840859,Ha Noi:Quan Hai Ba Trung,Tạ Quang Bửu,lunch,com|com rang,under_50k,service|price,staff_service|value_for_money,1800,store:1255,1255,Cơm Rang Dế Mèn,5,0.791241,0.386853,1044.6,4.6,644,55000.0,21.00871086,105.8316269,false,"khớp term: com, com rang; cách query 1045m; rating 4.6; price_min 12000; opening_status=open"
query:u004,u004,6/4/2026 15:10,21.004123,105.84421,Ha Noi:Quan Hai Ba Trung,Lê Thanh Nghị,afternoon,banh cuon,under_50k,food_quality|cleanliness,taste|cleanliness,2300,store:67574,67574,Bánh Tráng Mập - Lê Thanh Nghị,1,0.884565,1.0,537.4,4.9,205,41000.0,21.00349045,105.8493423,false,khớp term: banh cuon; cách query 537m; rating 4.9; price_min 17000; opening_status=open
query:u004,u004,6/4/2026 15:10,21.004123,105.84421,Ha Noi:Quan Hai Ba Trung,Lê Thanh Nghị,afternoon,banh cuon,under_50k,food_quality|cleanliness,taste|cleanliness,2300,store:73491,73491,U Lìu - Bún Bò Nam Bộ & Các Món Cuốn - Vân Hồ 2,2,0.871149,0.63093,756.8,4.8,51,55000.0,21.01061058,105.8464127,false,khớp term: banh cuon; cách query 757m; rating 4.8; price_min 40000; opening_status=open
query:u004,u004,6/4/2026 15:10,21.004123,105.84421,Ha Noi:Quan Hai Ba Trung,Lê Thanh Nghị,afternoon,banh cuon,under_50k,food_quality|cleanliness,taste|cleanliness,2300,store:17056,17056,Chảnh Quán - Gỏi Cuốn Mắm Nêm - Phố Vọng,3,0.86697,0.5,811.9,4.6,82,46500.0,20.99692917,105.8428726,false,khớp term: banh cuon; cách query 812m; rating 4.6; price_min 7000; opening_status=open
query:u004,u004,6/4/2026 15:10,21.004123,105.84421,Ha Noi:Quan Hai Ba Trung,Lê Thanh Nghị,afternoon,banh cuon,under_50k,food_quality|cleanliness,taste|cleanliness,2300,store:1279,1279,Gạch Quán - Bánh Tráng Cuốn Thịt Heo,4,0.865483,0.430677,1031.7,4.8,1923,42000.0,21.00968933,105.8362579,false,khớp term: banh cuon; cách query 1032m; rating 4.8; price_min 10000; opening_status=open
query:u004,u004,6/4/2026 15:10,21.004123,105.84421,Ha Noi:Quan Hai Ba Trung,Lê Thanh Nghị,afternoon,banh cuon,under_50k,food_quality|cleanliness,taste|cleanliness,2300,store:32416,32416,Ngọc Lợi - Miến & Bánh Đa Cua Trộn - Kim Liên,5,0.859095,0.386853,939.9,4.8,144,52500.0,21.00330925,105.8351974,false,khớp term: banh cuon; cách query 940m; rating 4.8; price_min 7000; opening_status=open
query:u005,u005,6/5/2026 19:10,21.004988,105.843146,Ha Noi:Quan Hai Ba Trung,Thư viện Tạ Quang Bửu,dinner,ga ran|com ga|ga,50k_100k,food_quality|speed,taste|portion|fast_delivery,2100,store:42458,42458,Cơm Gà Xối Mỡ Mai Phương - Lê Thanh Nghị,1,0.865689,1.0,583.1,4.6,226,50000.0,21.00358009,105.8485565,false,"khớp term: com ga, ga; cách query 583m; rating 4.6; price_min 50000; opening_status=open"
query:u005,u005,6/5/2026 19:10,21.004988,105.843146,Ha Noi:Quan Hai Ba Trung,Thư viện Tạ Quang Bửu,dinner,ga ran|com ga|ga,50k_100k,food_quality|speed,taste|portion|fast_delivery,2100,store:95450,95450,Hương Hội An - Cơm Gà Hội An - Thanh Nhàn,2,0.784207,0.63093,1266.2,4.0,23,80000.0,21.00276947,105.8551102,false,"khớp term: com ga, ga; cách query 1266m; rating 4.0; price_min 70000; opening_status=open"
query:u005,u005,6/5/2026 19:10,21.004988,105.843146,Ha Noi:Quan Hai Ba Trung,Thư viện Tạ Quang Bửu,dinner,ga ran|com ga|ga,50k_100k,food_quality|speed,taste|portion|fast_delivery,2100,store:117708,117708,Cơm Gà Cô Tấm - Tạ Quang Bửu,3,0.783526,0.5,758.5,5.0,10,65000.0,21.00081062,105.8489227,false,"khớp term: com ga, ga; cách query 759m; rating 5.0; price_min 65000; opening_status=open"
query:u005,u005,6/5/2026 19:10,21.004988,105.843146,Ha Noi:Quan Hai Ba Trung,Thư viện Tạ Quang Bửu,dinner,ga ran|com ga|ga,50k_100k,food_quality|speed,taste|portion|fast_delivery,2100,store:11471,11471,Thiên Trường - Phở Cồ & Cơm Gà Xối Mắm - Giải Phóng,4,0.737158,0.430677,268.4,4.5,39,59000.0,21.00283051,105.8419876,false,"khớp term: com ga, ga; cách query 268m; rating 4.5; price_min 10000; opening_status=open"
query:u005,u005,6/5/2026 19:10,21.004988,105.843146,Ha Noi:Quan Hai Ba Trung,Thư viện Tạ Quang Bửu,dinner,ga ran|com ga|ga,50k_100k,food_quality|speed,taste|portion|fast_delivery,2100,store:7635,7635,Happy Food Cơm Gà Ba Vì,5,0.712732,0.386853,723.1,4.8,4000,65000.0,20.99850082,105.842659,false,"khớp term: com ga, ga; cách query 723m; rating 4.8; price_min 12000; opening_status=open"
query:u006,u006,6/6/2026 8:50,21.007704,105.842998,Ha Noi:Quan Hai Ba Trung,cổng Parabol,breakfast,pho|pho bo|pho ga,under_50k,food_quality|location,taste|nearby,1700,store:80180,80180,"Quyên Phở Gà - Phở, Mì & Miến Trộn - Phố Vọng",1,0.810539,1.0,1037.2,4.8,563,55000.0,20.99840927,105.8421631,false,"khớp term: pho, pho ga; cách query 1037m; rating 4.8; price_min 15000; opening_status=open"
query:u006,u006,6/6/2026 8:50,21.007704,105.842998,Ha Noi:Quan Hai Ba Trung,cổng Parabol,breakfast,pho|pho bo|pho ga,under_50k,food_quality|location,taste|nearby,1700,store:8314,8314,Phở Bò Cơm Rang Duy Nhất - Giải Phóng,2,0.79816,0.63093,784.0,4.6,1787,60000.0,21.00073051,105.8418808,true,"khớp term: pho, pho bo; cách query 784m; rating 4.6; price_min 35000; opening_status=closed"
query:u006,u006,6/6/2026 8:50,21.007704,105.842998,Ha Noi:Quan Hai Ba Trung,cổng Parabol,breakfast,pho|pho bo|pho ga,under_50k,food_quality|location,taste|nearby,1700,store:76300,76300,Phở Gà & Thịt Xiên - Bùi Ngọc Dương,3,0.783371,0.5,1315.5,4.4,131,67500.0,21.00065994,105.8531799,false,"khớp term: pho, pho ga; cách query 1316m; rating 4.4; price_min 8000; opening_status=open"
query:u006,u006,6/6/2026 8:50,21.007704,105.842998,Ha Noi:Quan Hai Ba Trung,cổng Parabol,breakfast,pho|pho bo|pho ga,under_50k,food_quality|location,taste|nearby,1700,store:23407,23407,Phở Bò 33 - Lê Đại Hành,4,0.775546,0.430677,692.0,4.2,63,60000.0,21.01115036,105.8485489,false,"khớp term: pho, pho bo; cách query 692m; rating 4.2; price_min 55000; opening_status=open"
query:u006,u006,6/6/2026 8:50,21.007704,105.842998,Ha Noi:Quan Hai Ba Trung,cổng Parabol,breakfast,pho|pho bo|pho ga,under_50k,food_quality|location,taste|nearby,1700,store:32462,32462,Phở Liên - Phở Gà & Phở Trộn - Bạch Mai,5,0.722576,0.386853,1097.5,4.9,150,55000.0,21.00217056,105.8517532,true,"khớp term: pho, pho ga; cách query 1098m; rating 4.9; price_min 3000; opening_status=closed"
query:u007,u007,6/1/2026 19:10,21.005489,105.843677,Ha Noi:Quan Hai Ba Trung,Ngã tư Vọng,dinner,bun cha,50k_100k,food_quality|price,taste|value_for_money,2400,store:62951,62951,Bún Cá Măng Cay & Bún Hải Sản Cát Bà - Lê Thanh Nghị,1,0.905345,1.0,399.6,4.4,461,65000.0,21.00189972,105.843483,false,khớp term: bun cha; cách query 400m; rating 4.4; price_min 55000; opening_status=open
query:u007,u007,6/1/2026 19:10,21.005489,105.843677,Ha Noi:Quan Hai Ba Trung,Ngã tư Vọng,dinner,bun cha,50k_100k,food_quality|price,taste|value_for_money,2400,store:97742,97742,"NaBi Bún Chả Quạt, Cơm Tấm & Cơm Văn Phòng - Tây Sơn",2,0.722196,0.63093,1869.3,4.3,11,66000.0,21.01016045,105.8263779,false,khớp term: bun cha; cách query 1869m; rating 4.3; price_min 58000; opening_status=open
query:u007,u007,6/1/2026 19:10,21.005489,105.843677,Ha Noi:Quan Hai Ba Trung,Ngã tư Vọng,dinner,bun cha,50k_100k,food_quality|price,taste|value_for_money,2400,store:130307,130307,"Phở Bò Nội - Bún Chả, Cháo & Cơm - Trần Hưng Đạo",3,0.690525,0.5,1997.3,4.8,10,50000.0,21.02345085,105.8435669,false,khớp term: bun cha; cách query 1997m; rating 4.8; price_min 50000; opening_status=open
query:u007,u007,6/1/2026 19:10,21.005489,105.843677,Ha Noi:Quan Hai Ba Trung,Ngã tư Vọng,dinner,bun cha,50k_100k,food_quality|price,taste|value_for_money,2400,store:7160,7160,Bún Chả Mẹ Nga - Vân Hồ 3,4,0.682545,0.430677,492.7,4.3,2598,64000.0,21.00921059,105.8462524,false,khớp term: bun cha; cách query 493m; rating 4.3; price_min 2000; opening_status=open
query:u007,u007,6/1/2026 19:10,21.005489,105.843677,Ha Noi:Quan Hai Ba Trung,Ngã tư Vọng,dinner,bun cha,50k_100k,food_quality|price,taste|value_for_money,2400,store:13998,13998,Quán Thiên Đức - Tự Do,5,0.661596,0.386853,854.5,4.2,60,32000.0,20.99867058,105.8474731,false,khớp term: bun cha; cách query 854m; rating 4.2; price_min 32000; opening_status=open
query:u008,u008,6/2/2026 12:10,21.005404,105.844484,Ha Noi:Quan Dong Da,Giải Phóng - Phương Mai,lunch,com rang|pho xao,50k_100k,food_quality,portion|taste,3100,store:23407,23407,Phở Bò 33 - Lê Đại Hành,1,0.729557,1.0,765.7,4.2,63,60000.0,21.01115036,105.8485489,false,khớp term: com rang; cách query 766m; rating 4.2; price_min 55000; opening_status=open
query:u008,u008,6/2/2026 12:10,21.005404,105.844484,Ha Noi:Quan Dong Da,Giải Phóng - Phương Mai,lunch,com rang|pho xao,50k_100k,food_quality,portion|taste,3100,store:8314,8314,Phở Bò Cơm Rang Duy Nhất - Giải Phóng,2,0.694611,0.63093,585.7,4.6,1787,60000.0,21.00073051,105.8418808,true,"khớp term: com rang, pho xao; cách query 586m; rating 4.6; price_min 35000; opening_status=closed"
query:u008,u008,6/2/2026 12:10,21.005404,105.844484,Ha Noi:Quan Dong Da,Giải Phóng - Phương Mai,lunch,com rang|pho xao,50k_100k,food_quality,portion|taste,3100,store:20226,20226,Phở Lưu - Phở Bò & Cơm Rang - Tam Trinh,3,0.603895,0.5,2484.5,4.5,443,50000.0,20.99151039,105.8632278,false,"khớp term: com rang, pho xao; cách query 2485m; rating 4.5; price_min 8000; opening_status=open"
query:u008,u008,6/2/2026 12:10,21.005404,105.844484,Ha Noi:Quan Dong Da,Giải Phóng - Phương Mai,lunch,com rang|pho xao,50k_100k,food_quality,portion|taste,3100,store:31215,31215,Cơm Rang Hải Sơn - Giải Phóng,4,0.587192,0.430677,363.1,4.0,429,46000.0,21.00285912,105.8422928,false,khớp term: com rang; cách query 363m; rating 4.0; price_min 12000; opening_status=open
query:u008,u008,6/2/2026 12:10,21.005404,105.844484,Ha Noi:Quan Dong Da,Giải Phóng - Phương Mai,lunch,com rang|pho xao,50k_100k,food_quality,portion|taste,3100,store:98870,98870,Tứ Quý - Phở Bò & Cơm Rang - Trịnh Đình Cửu,5,0.586977,0.386853,2592.4,4.8,337,50000.0,20.9841404,105.8342438,false,"khớp term: com rang, pho xao; cách query 2592m; rating 4.8; price_min 3000; opening_status=open"
query:u009,u009,6/3/2026 16:45,21.006983,105.843817,Ha Noi:Quan Dong Da,Phương Mai,afternoon,com|ga,50k_100k,food_quality|service,high_rating|staff_service,3500,store:42458,42458,Cơm Gà Xối Mỡ Mai Phương - Lê Thanh Nghị,1,0.875752,1.0,620.7,4.6,226,50000.0,21.00358009,105.8485565,false,"khớp term: com, ga; cách query 621m; rating 4.6; price_min 50000; opening_status=open"
query:u009,u009,6/3/2026 16:45,21.006983,105.843817,Ha Noi:Quan Dong Da,Phương Mai,afternoon,com|ga,50k_100k,food_quality|service,high_rating|staff_service,3500,store:16422,16422,Phương Dung - Cơm Đảo Gà Rang & Chim Quay - Tống Duy Tân,2,0.799035,0.63093,2473.1,4.9,378,110000.0,21.02922058,105.843399,false,"khớp term: com, ga; cách query 2473m; rating 4.9; price_min 55000; opening_status=open"
query:u009,u009,6/3/2026 16:45,21.006983,105.843817,Ha Noi:Quan Dong Da,Phương Mai,afternoon,com|ga,50k_100k,food_quality|service,high_rating|staff_service,3500,store:117708,117708,Cơm Gà Cô Tấm - Tạ Quang Bửu,3,0.796214,0.5,867.2,5.0,10,65000.0,21.00081062,105.8489227,false,"khớp term: com, ga; cách query 867m; rating 5.0; price_min 65000; opening_status=open"
query:u009,u009,6/3/2026 16:45,21.006983,105.843817,Ha Noi:Quan Dong Da,Phương Mai,afternoon,com|ga,50k_100k,food_quality|service,high_rating|staff_service,3500,store:4486,4486,"Bento Delichi (by Cooky) - Cơm Gà Mắm Tỏi, Xối Mỡ - Xã Đàn",4,0.729244,0.430677,755.2,4.7,2748,56000.0,21.01066017,105.8376999,false,"khớp term: com, ga; cách query 755m; rating 4.7; price_min 8000; opening_status=open"
query:u009,u009,6/3/2026 16:45,21.006983,105.843817,Ha Noi:Quan Dong Da,Phương Mai,afternoon,com|ga,50k_100k,food_quality|service,high_rating|staff_service,3500,store:7635,7635,Happy Food Cơm Gà Ba Vì,5,0.717268,0.386853,950.8,4.8,4000,65000.0,20.99850082,105.842659,false,"khớp term: com, ga; cách query 951m; rating 4.8; price_min 12000; opening_status=open"
query:u010,u010,6/4/2026 18:00,21.008324,105.841911,Ha Noi:Quan Dong Da,Kim Liên,dinner,pho|bun,under_50k,location|food_quality,nearby|taste,3800,store:8314,8314,Phở Bò Cơm Rang Duy Nhất - Giải Phóng,1,0.94596,1.0,844.4,4.6,1787,60000.0,21.00073051,105.8418808,false,"khớp term: pho, bun; cách query 844m; rating 4.6; price_min 35000; opening_status=open"
query:u010,u010,6/4/2026 18:00,21.008324,105.841911,Ha Noi:Quan Dong Da,Kim Liên,dinner,pho|bun,under_50k,location|food_quality,nearby|taste,3800,store:8805,8805,Gà Rán Texas Chicken - Bạch Mai,2,0.885971,0.63093,1163.3,4.8,2851,79000.0,21.00197983,105.8508224,false,"khớp term: pho, bun; cách query 1163m; rating 4.8; price_min 3000; opening_status=open"
query:u010,u010,6/4/2026 18:00,21.008324,105.841911,Ha Noi:Quan Dong Da,Kim Liên,dinner,pho|bun,under_50k,location|food_quality,nearby|taste,3800,store:93168,93168,Minh Sơn - Bún Trộn & Phở Chiên Phồng - Bạch Mai,3,0.874182,0.5,1526.8,4.8,118,60000.0,20.99758911,105.8510818,false,"khớp term: pho, bun; cách query 1527m; rating 4.8; price_min 13000; opening_status=open"
query:u010,u010,6/4/2026 18:00,21.008324,105.841911,Ha Noi:Quan Dong Da,Kim Liên,dinner,pho|bun,under_50k,location|food_quality,nearby|taste,3800,store:17056,17056,Chảnh Quán - Gỏi Cuốn Mắm Nêm - Phố Vọng,4,0.870675,0.430677,1271.0,4.6,82,46500.0,20.99692917,105.8428726,false,"khớp term: pho, bun; cách query 1271m; rating 4.6; price_min 7000; opening_status=open"
query:u010,u010,6/4/2026 18:00,21.008324,105.841911,Ha Noi:Quan Dong Da,Kim Liên,dinner,pho|bun,under_50k,location|food_quality,nearby|taste,3800,store:76300,76300,Phở Gà & Thịt Xiên - Bùi Ngọc Dương,5,0.861967,0.386853,1447.3,4.4,131,67500.0,21.00065994,105.8531799,false,"khớp term: pho, bun; cách query 1447m; rating 4.4; price_min 8000; opening_status=open"
query:u011,u011,6/5/2026 12:10,21.012166,105.836543,Ha Noi:Quan Dong Da,Xã Đàn,lunch,com|pho|bun,any,food_quality|location,high_rating|nearby,4300,store:4486,4486,"Bento Delichi (by Cooky) - Cơm Gà Mắm Tỏi, Xối Mỡ - Xã Đàn",1,0.983216,1.0,206.1,4.7,2748,56000.0,21.01066017,105.8376999,false,"khớp term: com, pho; cách query 206m; rating 4.7; price_min 8000; opening_status=open"
query:u011,u011,6/5/2026 12:10,21.012166,105.836543,Ha Noi:Quan Dong Da,Xã Đàn,lunch,com|pho|bun,any,food_quality|location,high_rating|nearby,4300,store:11020,11020,Bún Chả Cô An - Hanoi Grilled Pork Noodles - Khâm Thiên,2,0.925627,0.63093,597.1,4.6,40,65000.0,21.01643944,105.8400269,false,"khớp term: com, bun; cách query 597m; rating 4.6; price_min 45000; opening_status=open"
query:u011,u011,6/5/2026 12:10,21.012166,105.836543,Ha Noi:Quan Dong Da,Xã Đàn,lunch,com|pho|bun,any,food_quality|location,high_rating|nearby,4300,store:7240,7240,"Cơm Gà, Mì Cay & Mì Trộn Bếp Nhà Cám - Tôn Đức Thắng",3,0.92209,0.5,1216.1,4.7,294,40000.0,21.02137947,105.8302307,false,"khớp term: com, pho; cách query 1216m; rating 4.7; price_min 9900; opening_status=open"
query:u011,u011,6/5/2026 12:10,21.012166,105.836543,Ha Noi:Quan Dong Da,Xã Đàn,lunch,com|pho|bun,any,food_quality|location,high_rating|nearby,4300,store:26075,26075,Chi Nấm - Cơm Văn Phòng,4,0.919969,0.430677,177.3,4.6,293,48000.0,21.01133919,105.835083,false,"khớp term: com, pho; cách query 177m; rating 4.6; price_min 7000; opening_status=open"
query:u011,u011,6/5/2026 12:10,21.012166,105.836543,Ha Noi:Quan Dong Da,Xã Đàn,lunch,com|pho|bun,any,food_quality|location,high_rating|nearby,4300,store:7635,7635,Happy Food Cơm Gà Ba Vì,5,0.910605,0.386853,1646.8,4.8,4000,65000.0,20.99850082,105.842659,false,"khớp term: com, pho; cách query 1647m; rating 4.8; price_min 12000; opening_status=open"
query:u012,u012,6/6/2026 23:00,21.009261,105.829548,Ha Noi:Quan Dong Da,Chùa Bộc,late_night,ga|pho|com,50k_100k,speed|food_quality,fast_delivery|taste,4500,store:16422,16422,Phương Dung - Cơm Đảo Gà Rang & Chim Quay - Tống Duy Tân,1,0.822826,1.0,2644.4,4.9,378,110000.0,21.02922058,105.843399,false,"khớp term: ga, com; cách query 2644m; rating 4.9; price_min 55000; opening_status=open"
query:u012,u012,6/6/2026 23:00,21.009261,105.829548,Ha Noi:Quan Dong Da,Chùa Bộc,late_night,ga|pho|com,50k_100k,speed|food_quality,fast_delivery|taste,4500,store:97742,97742,"NaBi Bún Chả Quạt, Cơm Tấm & Cơm Văn Phòng - Tây Sơn",2,0.762688,0.63093,343.9,4.3,11,66000.0,21.01016045,105.8263779,true,"khớp term: ga, pho, com; cách query 344m; rating 4.3; price_min 58000; opening_status=closed"
query:u012,u012,6/6/2026 23:00,21.009261,105.829548,Ha Noi:Quan Dong Da,Chùa Bộc,late_night,ga|pho|com,50k_100k,speed|food_quality,fast_delivery|taste,4500,store:8314,8314,Phở Bò Cơm Rang Duy Nhất - Giải Phóng,3,0.731585,0.5,1593.3,4.6,1787,60000.0,21.00073051,105.8418808,false,"khớp term: pho, com; cách query 1593m; rating 4.6; price_min 35000; opening_status=open"
query:u012,u012,6/6/2026 23:00,21.009261,105.829548,Ha Noi:Quan Dong Da,Chùa Bộc,late_night,ga|pho|com,50k_100k,speed|food_quality,fast_delivery|taste,4500,store:23407,23407,Phở Bò 33 - Lê Đại Hành,4,0.730803,0.430677,1983.5,4.2,63,60000.0,21.01115036,105.8485489,true,"khớp term: pho, com; cách query 1983m; rating 4.2; price_min 55000; opening_status=closed"
query:u012,u012,6/6/2026 23:00,21.009261,105.829548,Ha Noi:Quan Dong Da,Chùa Bộc,late_night,ga|pho|com,50k_100k,speed|food_quality,fast_delivery|taste,4500,store:57665,57665,Phở Bò Gà & Bún Miến Ngan 343 - Phố Vọng,5,0.724128,0.386853,2198.4,4.8,187,66000.0,20.99327087,105.8420029,true,"khớp term: ga, pho; cách query 2198m; rating 4.8; price_min 66000; opening_status=closed"
query:u013,u013,6/1/2026 11:45,21.013165,105.829226,Ha Noi:Quan Dong Da,Thái Hà,lunch,com|com ga|com van phong,under_50k,price|service,value_for_money|staff_service,1100,store:4486,4486,"Bento Delichi (by Cooky) - Cơm Gà Mắm Tỏi, Xối Mỡ - Xã Đàn",1,0.795046,1.0,922.6,4.7,2748,56000.0,21.01066017,105.8376999,false,"khớp term: com, com ga, com van phong; cách query 923m; rating 4.7; price_min 8000; opening_status=open"
query:u013,u013,6/1/2026 11:45,21.013165,105.829226,Ha Noi:Quan Dong Da,Thái Hà,lunch,com|com ga|com van phong,under_50k,price|service,value_for_money|staff_service,1100,store:7240,7240,"Cơm Gà, Mì Cay & Mì Trộn Bếp Nhà Cám - Tôn Đức Thắng",2,0.781499,0.63093,919.3,4.7,294,40000.0,21.02137947,105.8302307,false,"khớp term: com, com ga; cách query 919m; rating 4.7; price_min 9900; opening_status=open"
query:u013,u013,6/1/2026 11:45,21.013165,105.829226,Ha Noi:Quan Dong Da,Thái Hà,lunch,com|com ga|com van phong,under_50k,price|service,value_for_money|staff_service,1100,store:26075,26075,Chi Nấm - Cơm Văn Phòng,3,0.751674,0.5,641.0,4.6,293,48000.0,21.01133919,105.835083,false,"khớp term: com, com van phong; cách query 641m; rating 4.6; price_min 7000; opening_status=open"
