store_id,canonical_name,address,lat,lng,ward,district,city,primary_category,status,be_open_time,be_close_time,median_price_vnd,be_rating_avg,be_rating_count,google_name,google_query_name,google_query_address,google_address,google_lat,google_lng,google_rating,google_review_count,google_phone,google_website,google_place_id,google_data_id,google_open_state,google_open_time,google_close_time,google_match_method,google_match_confidence,google_match_score
6930,Kombo cơm niêu Singapore - 46 Trần Đại Nghĩa,"46 Trần Đại Nghĩa, P. Đồng Tâm, Q. Hai Bà Trưng, Hà Nội",21.002059936523438,105.8447265625,Báº¡ch Mai,Hai Bà Trưng,Hà Nội,Cơm/Cơm tấm,active,09:30,21:30,48600,3.4,542,Cơm niêu Singapore KOMBO - 46 Trần Đại Nghĩa,Kombo cơm niêu Singapore - 46 Trần Đại Nghĩa,"46 Trần Đại Nghĩa, P. Đồng Tâm, Q. Hai Bà Trưng, Hà Nội","46 Trần Đại Nghĩa, P, Bạch Mai, Hà Nội, Việt Nam",21.002047299999997,105.8447676,3.4,542,+84 987 830 909,http://kombo.vn/,6930,674183.0,Sắp đóng cửa · 22:00 · Mở cửa lúc 9:30 CN,09:30,22:00,google_unique,high,1.0
31215,Cơm Rang Hải Sơn - Giải Phóng,"32 Ngõ 75 Giải Phóng, P.Đồng Tâm, Q.Hai Bà Trưng, Hà Nội",21.002859115600586,105.84229278564453,,Hai Bà Trưng,Hà Nội,Cơm/Cơm tấm,active,10:00,23:59,40000,0.0,21,Cơm rang hải sơn,Cơm Rang Hải Sơn - Giải Phóng,"32 Ngõ 75 Giải Phóng, P.Đồng Tâm, Q.Hai Bà Trưng, Hà Nội","Ngõ 26 Đ. Hoàng Mai, Tổ 7, Tương Mai, Hà Nội, Việt Nam",20.991828599999998,105.8518271,0.0,0.0,,,31215,1139203.0,,,,google_unique,high,1.0
11471,Thiên Trường - Phở Cồ & Cơm Gà Xối Mắm - Giải Phóng,"15 Ngõ 75 Đường Giải Phóng, Đồng Tâm, Hai Bà Trưng, Hà Nội, Việt Nam",21.002830505371094,105.84198760986328,,Hai Bà Trưng,Hà Nội,Bún/Phở/Mỳ/Cháo,active,08:00,22:00,50000,4.5,22,Phở Bò Thiên Trường,Thiên Trường - Phở Cồ & Cơm Gà Xối Mắm - Giải Phóng,"15 Ngõ 75 Đường Giải Phóng, Đồng Tâm, Hai Bà Trưng, Hà Nội, Việt Nam","133 P. Vĩnh Hồ, Thịnh Quang, Đống Đa, Hà Nội, Việt Nam",21.0081718,105.82014509999999,4.5,22,+84 988 439 203,,11471,1135528.0,Mở cả ngày,,,google_unique,high,1.0
99491,Svn Coffee - Cafe Pha Máy - Khu Tập Thể Bách Khoa,"112 K2 Khu Tập Thể Bách Khoa, Ngõ 48 Tạ Quang Bửu, Bách Khoa, Hai Bà Trưng, Hà Nội",21.00157928466797,105.84927368164062,Bách Khoa,Hai Bà Trưng,Hà Nội,Cà Phê/Trà,active,07:30,18:00,25000,4.7,9,SVN Coffee Tạ Quang Bửu,Svn Coffee - Cafe Pha Máy - Khu Tập Thể Bách Khoa,"112 K2 Khu Tập Thể Bách Khoa, Ngõ 48 Tạ Quang Bửu, Bách Khoa, Hai Bà Trưng, Hà Nội","2R2X+GPP, Ng. 48 P. Tạ Quang Bửu, Khu tập thể Bách Khoa, Bạch Mai, Hà Nội, Việt Nam",21.0013261,105.84933199999999,4.7,9,+84 964 602 332,,99491,82414,Sắp đóng cửa · 22:00 · Mở cửa lúc 7:00 CN,07:00,22:00,google_unique,high,1.0
55021,Tan.Coffee - Cafe Ngon & Nước Ép - Tô Hiến Thành,"29 Tô Hiến Thành, P.Nguyễn Du, Q.Hai Bà Trưng, Hà Nội",21.013429641723633,105.85002136230469,,Hai Bà Trưng,Hà Nội,Cà Phê/Trà,active,07:10,17:50,30000,4.5,231,Diên An Cà Phê - Tô Hiến Thành,Tan.Coffee - Cafe Ngon & Nước Ép - Tô Hiến Thành,"29 Tô Hiến Thành, P.Nguyễn Du, Q.Hai Bà Trưng, Hà Nội","58 P. Tô Hiến Thành, Hai Bà Trưng, Hà Nội, Việt Nam",21.0135448,105.8498226,4.5,231,+84 582 265 858,,55021,1000097664.0,Đang mở cửa · Đóng cửa vào 23:00,07:00,23:00,google_unique,high,1.0
91370,An Toàn Khu Coffee - Thanh Nhàn,"111 Khu Tập Thể 257 Thanh Nhàn, Hai Bà Trưng, Hà Nội",21.003040313720703,105.84364318847656,Công Viên Thống Nhất,Hai Bà Trưng,Hà Nội,Cà Phê/Trà,active,09:00,11:59,30000,5.0,5,"46B Ngõ 257 Thanh Nhàn, Hai Bà Trưng, Hà Nội",An Toàn Khu Coffee - Thanh Nhàn,"111 Khu Tập Thể 257 Thanh Nhàn, Hai Bà Trưng, Hà Nội","2V23+V54, Ngõ 257, Thanh Nhàn, Bạch Mai, Hà Nội, Việt Nam",21.0021421,105.8529628,5.0,5,+84 377 805 655,,91370,271685.0,Mở cả ngày,,,google_unique,high,1.0
132692,Ghé Coffee - Cà Phê Mang Đi - Tạ Quang Bửu,"Số 10 Tạ Quang Bửu, Phường Bạch Mai, Hà Nội",21.00555992126465,105.84696960449219,Bạch Mai,Phường Bạch Mai,Hà Nội,Cà Phê/Trà,active,06:00,23:59,0,4.3,890,Kàffe Cay Xang,Ghé Coffee - Cà Phê Mang Đi - Tạ Quang Bửu,"Số 10 Tạ Quang Bửu, Phường Bạch Mai, Hà Nội","101 E5 Ngõ, 29 P. Tạ Quang Bửu, Bách Khoa, Bạch Mai, Hà Nội 100000, Việt Nam",21.002006599999998,105.84974,4.3,890,+84 936 381 337,https://www.facebook.com/kaffecayxang,132692,233770.0,Đang mở cửa · Đóng cửa vào 23:00,07:00,23:00,google_unique,high,1.0
103976,"Thego Tagom Cafe - Matcha, Trà & Bánh - Lê Thanh Nghị","Số 25 ngõ 104 Lê Thanh Nghị, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",21.002689361572266,105.8458023071289,Bách Khoa,Hai Bà Trưng,Hà Nội,Cà Phê/Trà,active,08:00,20:00,0,5.0,31,"THE GO • Tagom - Cafe, Trà, Matcha & bánh...","Thego Tagom Cafe - Matcha, Trà & Bánh - Lê Thanh Nghị","Số 25 ngõ 104 Lê Thanh Nghị, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội","25 Ng. 104 P. Lê Thanh Nghị, Bách Khoa, Bạch Mai, Hà Nội, Việt Nam",21.002580899999998,105.8460023,5.0,31,+84 866 322 828,,103976,1238755.0,Sắp đóng cửa · 22:00 · Mở cửa lúc 7:30 CN,07:30,22:00,google_unique,high,1.0
129860,You Tea - Trần Đại Nghĩa,"75 Trần Đại Nghĩa, Phường Bạch Mai, Hà Nội",21.00589942932129,105.84583282470703,Bạch Mai,Phường Bạch Mai,Hà Nội,Cà Phê/Trà,active,08:00,22:00,0,4.9,224,You Tea Trần Đại Nghĩa,You Tea - Trần Đại Nghĩa,"75 Trần Đại Nghĩa, Phường Bạch Mai, Hà Nội","75 Trần Đại Nghĩa, Bách Khoa, Bạch Mai, Hà Nội, Việt Nam",21.0058965,105.845821,4.9,224,+84 986 271 833,https://youtea.club/,129860,1278376.0,Đang mở cửa · Đóng cửa vào 23:00,07:00,23:00,google_unique,high,1.0
82559,Oet O Oet - Drink & Food - Giải Phóng,"72 Ngõ 24 Giải Phóng, Phường Phương Mai, Quận Đống Đa, Hà Nội",21.005590438842773,105.84042358398438,,Đống Đa,Hà Nội,Trà sữa,stop,09:00,17:00,19000,4.1,1472,Z'ONE,Oet O Oet - Drink & Food - Giải Phóng,"72 Ngõ 24 Giải Phóng, Phường Phương Mai, Quận Đống Đa, Hà Nội","2 P. Lý Thường Kiệt, Phan Chu Trinh, Cửa Nam, Hà Nội 100000, Việt Nam",21.0218201,105.8574689,4.1,1472,+84 948 023 232,http://z-one.com.vn/,82559,68127,Đang mở cửa · Đóng cửa vào 0:00,08:30,00:00,google_unique,high,1.0
64917,Bing Long - Ice Cream & Tea - Trần Đại Nghĩa,"123 Trần Đại Nghĩa, Đồng Tâm, Hai Bà Trưng, Hà Nội",21.002470016479492,105.84488677978516,,Hai Bà Trưng,Hà Nội,Trà sữa,active,09:00,22:00,25000,4.0,50,"BINHCHUN 52 Trần Đại Nghĩa, Đồng Tâm, Hai Bà Trưng",Bing Long - Ice Cream & Tea - Trần Đại Nghĩa,"123 Trần Đại Nghĩa, Đồng Tâm, Hai Bà Trưng, Hà Nội","52 Trần Đại Nghĩa, Đồng Tâm, Bạch Mai, Hà Nội 10000, Việt Nam",21.0013971,105.84504969999999,4.0,50,+84 967 905 743,,64917,1181047.0,Đang mở cửa · Đóng cửa vào 23:00,09:00,23:00,google_unique,high,1.0
131660,"Tiệm Thỏ - Fruit Juice, Tea & Coffee - Tạ Quang Bửu","Số Nhà 98 Ngõ 40 Tạ Quang Bửu, Phường Bạch Mai, Hà Nội",21.00252914428711,105.84522247314453,Bạch Mai,Phường Bạch Mai,Hà Nội,Sinh tố/Nước ép/Sữa,active,09:00,21:00,0,4.6,30,L’U Cofee & tea,"Tiệm Thỏ - Fruit Juice, Tea & Coffee - Tạ Quang Bửu","Số Nhà 98 Ngõ 40 Tạ Quang Bửu, Phường Bạch Mai, Hà Nội","101 Ng. 48 P. Tạ Quang Bửu, Bách Khoa, Bạch Mai, Hà Nội, Việt Nam",21.000915199999998,105.84883529999999,4.6,30,+84 869 648 169,https://m.facebook.com/lucoffeetea/?mibextid=LQQJ4d,131660,108801,Đang mở cửa · Đóng cửa vào 23:00,08:00,23:00,google_unique,high,1.0
129518,Rosier Fresh Tea & Coffee - Lê Thanh Nghị,"117 Lê Thanh Nghị, Phường Bạch Mai, Hà Nội",21.001720428466797,105.8433609008789,Bạch Mai,Phường Bạch Mai,Hà Nội,Trà sữa,active,08:00,22:20,0,3.4,60,Rosier Fresh Tea & Coffee - Lê Thanh Nghị,Rosier Fresh Tea & Coffee - Lê Thanh Nghị,"117 Lê Thanh Nghị, Phường Bạch Mai, Hà Nội","117 P. Lê Thanh Nghị, Đồng Tâm, Bạch Mai, Hà Nội 10000, Việt Nam",21.0017106,105.8433312,3.4,60,+84 898 117 666,https://rosier.com.vn/,129518,1153809.0,Sắp đóng cửa · 22:30 · Mở cửa lúc 8:00 CN,08:00,22:30,google_unique,high,1.0
92263,Đồ Ăn Vặt Lay Mart - Đại Cồ Việt,"31 Ngõ 66 Đại Cồ Việt, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",21.00882911682129,105.84713745117188,,Hai Bà Trưng,Hà Nội,Ăn vặt,active,07:00,23:59,49000,4.5,84,Pet Mart Đại Cồ Việt - Cửa Hàng Thú Cưng,Đồ Ăn Vặt Lay Mart - Đại Cồ Việt,"31 Ngõ 66 Đại Cồ Việt, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội","3 Đ. Đại Cồ Việt, Cầu Dền, Bạch Mai, Hà Nội 11625, Việt Nam",21.008502,105.851036,4.5,84,+84 1900 2100,https://www.petmart.vn/dich-vu-khach-san-trong-giu-cho-meo,92263,1210087.0,Mở cả ngày,,,google_unique,high,1.0
113989,"Đi Ăn Chay Đi - Cơm Chay, Bún & Bánh Mì Chay - 57 Chùa Liên Phái","57 Ngõ Chùa Liên Phái, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",21.00493049621582,105.8494873046875,Bách Khoa,Hai Bà Trưng,Hà Nội,Món chay,active,09:00,21:00,0,4.1,59,""" Đi Ăn Chay Đi "" Quán","Đi Ăn Chay Đi - Cơm Chay, Bún & Bánh Mì Chay - 57 Chùa Liên Phái","57 Ngõ Chùa Liên Phái, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội","57 Ng. Chùa Liên Phái, Cầu Dền, Bạch Mai, Hà Nội, Việt Nam",21.004993199999998,105.8494762,4.1,59,+84 983 134 969,https://instagram.com/dianchaydi?igshid=OGQ5ZDc2ODk2ZA==,113989,1240229.0,Đã đóng cửa · Mở cửa lúc 6:30 CN,06:30,21:00,google_unique,high,1.0
72995,2Mlem - Đồ Ăn Vặt & Mì - Đê Tô Hoàng,"25 Ngõ 67 Đê Tô Hoàng, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội",21.007020950317383,105.850341796875,,Hai Bà Trưng,Hà Nội,Ăn vặt,active,10:30,22:30,0,4.8,1773,Mr Mlem 2 - Buffet Nướng Lẩu - có mở đêm,2Mlem - Đồ Ăn Vặt & Mì - Đê Tô Hoàng,"25 Ngõ 67 Đê Tô Hoàng, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội","65 P. Ô Chợ Dừa, Phường, Đống Đa, Hà Nội 100000, Việt Nam",21.019564,105.8273887,4.8,1773,+84 949 922 909,https://www.facebook.com/mlem.mr/,72995,1000082963.0,Đang mở cửa · Đóng cửa vào 23:59,17:30,23:59,google_unique,high,1.0
9934,Bún Bò Huế Lan Chi - Đại Cồ Việt,"51 Đại Cồ Việt, Bách Khoa, Hai Bà Trưng, Hà Nội, Việt Nam",21.007829666137695,105.84684753417969,Bách Khoa,Hai Bà Trưng,Hà Nội,Bún/Phở/Mỳ/Cháo,active,06:00,23:00,45000,3.4,5,Bún bò Lan Chi,Bún Bò Huế Lan Chi - Đại Cồ Việt,"51 Đại Cồ Việt, Bách Khoa, Hai Bà Trưng, Hà Nội, Việt Nam","51 Đ. Đại Cồ Việt, Bách Khoa, Bạch Mai, Hà Nội, Việt Nam",21.007825,105.84684759999999,3.4,5,,,9934,795394.0,Đang mở cửa · Đóng cửa vào 23:00,05:30,23:00,google_unique,high,1.0
7160,Bún Chả Mẹ Nga - Vân Hồ 3,"90a Phố Vân Hồ 3, Lê Đại Hành, Hai Bà Trưng, Hà Nội, Việt Nam",21.00921058654785,105.84625244140625,,Hai Bà Trưng,Hà Nội,Bún/Phở/Mỳ/Cháo,active,07:30,21:00,67000,4.1,11978,Bún chả Hương Liên,Bún Chả Mẹ Nga - Vân Hồ 3,"90a Phố Vân Hồ 3, Lê Đại Hành, Hai Bà Trưng, Hà Nội, Việt Nam","24 P. Lê Văn Hưu, Phan Chu Trinh, Cửa Nam, Hà Nội, Việt Nam",21.0181373,105.8538926,4.1,11978,+84 24 3943 4106,http://facebook.com/bunchahuonglienobama,7160,929108.0,Đã đóng cửa · Mở cửa lúc 8:00 CN,08:00,20:00,google_unique,high,1.0
22758,PhuongKitchen - Cơm & Đồ Ăn Vặt - Ngõ Chùa Liên Phái Bạch Mai,"22 Ngách 55 Ngõ Chùa Liên Phái Bạch Mai, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội",21.004640579223633,105.8488998413086,Bạch Mai,Hai Bà Trưng,Hà Nội,Cơm/Cơm tấm,active,10:00,23:59,47000,4.5,719,Chùa Liên Phái,PhuongKitchen - Cơm & Đồ Ăn Vặt - Ngõ Chùa Liên Phái Bạch Mai,"22 Ngách 55 Ngõ Chùa Liên Phái Bạch Mai, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội","2R4X+4GG, Ng. Chùa Liên Phái, Cầu Dền, Bạch Mai, Hà Nội 100000, Việt Nam",21.005312399999998,105.84882119999999,4.5,719,+84 24 3863 2562,,22758,648899.0,Đã đóng cửa · Mở cửa lúc 7:00 CN,,,google_unique,high,1.0
67067,Ka Tea - Trà Trái Cây Nhiệt Đới - Đại Cồ Việt,"58 Đại Cồ Việt, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",21.0085506439209,105.84781646728516,,Hai Bà Trưng,Hà Nội,Cà Phê/Trà,active,16:30,22:00,25000,4.9,35,Sunut- Trà Nhiệt Đới,Ka Tea - Trà Trái Cây Nhiệt Đới - Đại Cồ Việt,"58 Đại Cồ Việt, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội","211 P. Minh Khai, Minh Khai, Bạch Mai, Hà Nội, Việt Nam",20.995402,105.85803209999999,4.9,35,+84 941 154 115,,67067,54950,Mở cả ngày,,,google_unique,high,1.0
111026,Cơm Ngon Hà Nội - Bà Triệu,"203 Bà Triệu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",21.008880615234375,105.8490982055664,Đại Học Bách Khoa,Hai Bà Trưng,Hà Nội,Cơm/Cơm tấm,active,09:00,21:30,0,4.5,248,Cơm Lệ,Cơm Ngon Hà Nội - Bà Triệu,"203 Bà Triệu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội","111 P. Triệu Việt Vương, Bùi Thị Xuân, Hai Bà Trưng, Hà Nội, Việt Nam",21.0142104,105.8505386,4.5,248,+84 965 840 799,https://online.fliphtml5.com/comle_amvigiadinh/hfik/?fbclid=IwY2xjawRL_ldleHRuA2FlbQIxMABicmlkETFnczdzWDVjQ0FWcHI2SEdDc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHo1Q7dDMSuW4xSE9WQFgFYgX8wzKkgLYHkRWH2v5av5j19XqzCYQVXnhFm6P_aem_Crlz8cX2RLn-cfdCvt9oRg,111026,1053975.0,Sắp đóng cửa · 22:00 · Mở cửa lúc 10:30 CN,,,google_unique,high,1.0
8919,Cơm Sạch Mẹ Shin - Tô Hoàng,"Sn 50 Ngõ Tô Hoàng, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội",21.006669998168945,105.84989166259766,,Hai Bà Trưng,Hà Nội,Cơm/Cơm tấm,active,10:00,21:00,65000,5.0,1,Cơm sạch Mẹ Shin,Cơm Sạch Mẹ Shin - Tô Hoàng,"Sn 50 Ngõ Tô Hoàng, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội","50 Ng. Tô Hoàng, Cầu Dền, Bạch Mai, Hà Nội 100000, Việt Nam",21.0064284,105.8498934,5.0,1,+84 789 388 125,,8919,1108541.0,Mở cả ngày,,,google_unique,high,1.0
62366,The Tryst Coffee & Desserts - Đại Cồ Việt,"32A-34 Đại Cồ Việt, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội",21.008779525756836,105.84921264648438,,Hai Bà Trưng,Hà Nội,Cà Phê/Trà,active,09:00,22:00,62500,4.8,77,The Tryst Rooftop Coffee Bar & Workspace,The Tryst Coffee & Desserts - Đại Cồ Việt,"32A-34 Đại Cồ Việt, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội","Tòa nhà, P. Bà Triệu/205 Pierr Cardin, An Phước, Hai Bà Trưng, Hà Nội, Việt Nam",21.0089468,105.8492983,4.8,77,+84 357 851 886,https://www.facebook.com/thetrystcoffee/,62366,50935,Sắp đóng cửa · 22:30 · Mở cửa lúc 8:30 CN,08:30,22:30,google_unique,high,1.0
120238,Rosier Fresh Tea & Coffee - Đoàn Trần Nghiệp,"25 Đoàn Trần Nghiệp, Phường Hai Bà Trưng, Hà Nội",21.011789321899414,105.84822082519531,,Hai Bà Trưng,Hà Nội,Trà sữa,active,07:00,22:00,0,4.9,65,Rosier Fresh Tea & Coffee - Đoàn Trần Nghiệp,Rosier Fresh Tea & Coffee - Đoàn Trần Nghiệp,"25 Đoàn Trần Nghiệp, Phường Hai Bà Trưng, Hà Nội","25 P. Đoàn Trần Nghiệp, phương, Hai Bà Trưng, Hà Nội 100000, Việt Nam",21.0117646,105.8482346,4.9,65,+84 586 097 666,https://rosier.vn/,120238,1267950.0,Sắp đóng cửa · 22:00 · Mở cửa lúc 7:00 CN,07:00,22:00,google_unique,high,1.0
