entity_key,name,entity_type,store_key,review_id,text_unit_id,sentiment,confidence,evidence
dish:com,cơm,dish,97742,037157be32ed104c,tu_037157be32ed104c,negative,0.97,cơm quá tệ
food_descriptor:qua-te,quá tệ,food_descriptor,97742,037157be32ed104c,tu_037157be32ed104c,negative,0.94,quá tệ
food_descriptor:khong-hop-khau-vi,không hợp khẩu vị,food_descriptor,97742,037157be32ed104c,tu_037157be32ed104c,negative,0.95,không hợp khẩu vị
delivery_packaging:dong-goi,đóng gói,delivery_packaging,97742,037157be32ed104c,tu_037157be32ed104c,negative,0.94,đóng gói chưa tốt
problem:chua-tot,chưa tốt,problem,97742,037157be32ed104c,tu_037157be32ed104c,negative,0.86,chưa tốt
dish:bun-cha-quat,bún chả quạt,dish,97742,0372b2ecb8c342a2,tu_0372b2ecb8c342a2,neutral,0.68,bún chả quạt
dish:com-tam,cơm tấm,dish,97742,0372b2ecb8c342a2,tu_0372b2ecb8c342a2,neutral,0.68,cơm tấm
dish:com-van-phong,cơm văn phòng,dish,97742,0372b2ecb8c342a2,tu_0372b2ecb8c342a2,neutral,0.66,cơm văn phòng
food_descriptor:ngon,ngon,food_descriptor,97742,0372b2ecb8c342a2,tu_0372b2ecb8c342a2,positive,0.96,ngon xỉu
problem:nabi-bun-cha-quat-com-tam-com-van-phong-tay-son,"nabi bún chả quạt, cơm tấm & cơm văn phòng - tây sơn",problem,97742,7ae42d66486164bb,tu_7ae42d66486164bb,positive,0.6,"tên quán: nabi bún chả quạt, cơm tấm & cơm văn phòng - tây sơn"
price_value:price-value,price_value,price_value,97742,7ae42d66486164bb,tu_7ae42d66486164bb,positive,0.95,đáng đồng tiền
service_quality:food-quality,food_quality,service_quality,97742,7ae42d66486164bb,tu_7ae42d66486164bb,positive,0.73,ngon xỉu
space_quality:cleanliness,cleanliness,space_quality,97742,7ae42d66486164bb,tu_7ae42d66486164bb,positive,0.88,sạch sẽ
delivery_packaging:delivery-packaging,delivery_packaging,delivery_packaging,97742,7ae42d66486164bb,tu_7ae42d66486164bb,positive,0.94,đóng gói tốt
price_value:dang-dong-tien,đáng đồng tiền,price_value,97742,feeb28ca8361cf2c,tu_feeb28ca8361cf2c,positive,0.97,đáng đồng tiền
dish:bun-cha,bún chả,dish,97742,7c4646359cd75afd,tu_7c4646359cd75afd,positive,0.98,ăn bún chả
food_descriptor:vi-dam-da,vị đậm đà,food_descriptor,97742,7c4646359cd75afd,tu_7c4646359cd75afd,positive,0.95,vị đậm đà ngon
food_descriptor:ngon,ngon,food_descriptor,97742,7c4646359cd75afd,tu_7c4646359cd75afd,positive,0.93,ngon xỉu
space_quality:sach-se,sạch sẽ,space_quality,97742,7c4646359cd75afd,tu_7c4646359cd75afd,positive,0.9,sạch sẽ
delivery_packaging:dong-goi-tot,đóng gói tốt,delivery_packaging,97742,7c4646359cd75afd,tu_7c4646359cd75afd,positive,0.96,đóng gói tốt
price_value:dang-dong-tien,đáng đồng tiền,price_value,97742,7c4646359cd75afd,tu_7c4646359cd75afd,positive,0.95,đáng đồng tiền
service_quality:yen-tam-ve-thuc-pham,yên tâm về thực phẩm,service_quality,97742,7c4646359cd75afd,tu_7c4646359cd75afd,positive,0.73,rất yên tâm về thực phẩm
dish:bun-cha-quat,bún chả quạt,dish,97742,e30ba8949ea2d587,tu_e30ba8949ea2d587,positive,0.8,tên quán: nabi bún chả quạt
dish:com-tam,cơm tấm,dish,97742,e30ba8949ea2d587,tu_e30ba8949ea2d587,neutral,0.78,tên quán: ... cơm tấm
dish:com-van-phong,cơm văn phòng,dish,97742,e30ba8949ea2d587,tu_e30ba8949ea2d587,neutral,0.78,tên quán: ... cơm văn phòng
food_descriptor:ngon-xiu,ngon xỉu,food_descriptor,97742,e30ba8949ea2d587,tu_e30ba8949ea2d587,positive,0.96,ngon xỉu
price_value:dang-dong-tien,đáng đồng tiền,price_value,97742,e30ba8949ea2d587,tu_e30ba8949ea2d587,positive,0.97,đáng đồng tiền
space_quality:sach-se,sạch sẽ,space_quality,97742,e30ba8949ea2d587,tu_e30ba8949ea2d587,positive,0.78,sạch sẽ
delivery_packaging:dong-goi-tot,đóng gói tốt,delivery_packaging,97742,e30ba8949ea2d587,tu_e30ba8949ea2d587,positive,0.98,đóng gói tốt
dish:com-suon-cha-trung,cơm sườn chả trứng,dish,97742,aacd67ada15eea36,tu_aacd67ada15eea36,negative,0.94,cơm sườn chả trứng
dish:cha-trung,chả trứng,dish,97742,aacd67ada15eea36,tu_aacd67ada15eea36,negative,0.88,k có chả trứng
problem:thieu-cha-trung,thiếu chả trứng,problem,97742,aacd67ada15eea36,tu_aacd67ada15eea36,negative,0.97,k có chả trứng
dish:pho-bo,phở bò,dish,130307,bc9541e1fead26dd,tu_bc9541e1fead26dd,neutral,0.62,phở bò nội
dish:bun-cha,bún chả,dish,130307,bc9541e1fead26dd,tu_bc9541e1fead26dd,neutral,0.78,bún chả
dish:chao,cháo,dish,130307,bc9541e1fead26dd,tu_bc9541e1fead26dd,neutral,0.74,cháo
dish:com,cơm,dish,130307,bc9541e1fead26dd,tu_bc9541e1fead26dd,neutral,0.74,cơm
food_descriptor:ngon,ngon,food_descriptor,130307,bc9541e1fead26dd,tu_bc9541e1fead26dd,positive,0.96,ngon xỉu
delivery_packaging:dong-goi,đóng gói,delivery_packaging,130307,bc9541e1fead26dd,tu_bc9541e1fead26dd,positive,0.97,đóng gói tốt
price_value:dang-dong-tien,đáng đồng tiền,price_value,130307,bc9541e1fead26dd,tu_bc9541e1fead26dd,positive,0.96,đáng đồng tiền
location_landmark:tran-hung-dao,trần hưng đạo,location_landmark,130307,bc9541e1fead26dd,tu_bc9541e1fead26dd,neutral,0.71,trần hưng đạo
price_value:dang-dong-tien,đáng đồng tiền,price_value,130307,4fa57277909c072f,tu_4fa57277909c072f,positive,0.97,đáng đồng tiền
delivery_packaging:dong-goi-tot,đóng gói tốt,delivery_packaging,130307,4fa57277909c072f,tu_4fa57277909c072f,positive,0.98,đóng gói tốt
food_descriptor:ngon-xiu,ngon xỉu,food_descriptor,130307,4fa57277909c072f,tu_4fa57277909c072f,positive,0.95,ngon xỉu
dish:bo-tai,bò tái,dish,130307,ca0d927e46b103bd,tu_ca0d927e46b103bd,negative,0.97,bò tái ko trần thì lại trần kỹ
dish:thit-chin-nam,thịt chín nạm,dish,130307,ca0d927e46b103bd,tu_ca0d927e46b103bd,negative,0.94,thịt chín nạm thì ko thấy đâu
food_descriptor:cung,cứng,food_descriptor,130307,ca0d927e46b103bd,tu_ca0d927e46b103bd,negative,0.96,cứng hết cả
problem:sai-thieu-mon,sai/thiếu món,problem,130307,ca0d927e46b103bd,tu_ca0d927e46b103bd,negative,0.99,sai/thiếu món
problem:khong-lam-dung-ghi-chu,không làm đúng ghi chú,problem,130307,ca0d927e46b103bd,tu_ca0d927e46b103bd,negative,0.99,không làm đúng ghi chú
price_value:dang-dong-tien,đáng đồng tiền,price_value,22758,5fa5fb7203c1385f,tu_5fa5fb7203c1385f,positive,0.97,đáng đồng tiền
location_landmark:ngo-chua-lien-phai-bach-mai,ngõ chùa liên phái bạch mai,location_landmark,22758,5fa5fb7203c1385f,tu_5fa5fb7203c1385f,neutral,0.92,ngõ chùa liên phái bạch mai
dish:com-do-an-vat,cơm & đồ ăn vặt,dish,22758,8a694549684838e9,tu_8a694549684838e9,positive,0.88,cơm & đồ ăn vặt
food_descriptor:ngon-xiu,ngon xỉu,food_descriptor,22758,8a694549684838e9,tu_8a694549684838e9,positive,0.96,ngon xỉu
space_quality:sach-se,sạch sẽ,space_quality,22758,8a694549684838e9,tu_8a694549684838e9,positive,0.84,sạch sẽ
delivery_packaging:dong-goi-tot,đóng gói tốt,delivery_packaging,22758,8a694549684838e9,tu_8a694549684838e9,positive,0.97,đóng gói tốt
location_landmark:ngo-chua-lien-phai-bach-mai,ngõ chùa liên phái bạch mai,location_landmark,22758,8a694549684838e9,tu_8a694549684838e9,neutral,0.91,ngõ chùa liên phái bạch mai
problem:khong-hop-khau-vi,không hợp khẩu vị,problem,22758,7959f3533c185ec2,tu_7959f3533c185ec2,negative,0.92,không hợp khẩu vị
delivery_packaging:dong-goi,đóng gói,delivery_packaging,22758,7959f3533c185ec2,tu_7959f3533c185ec2,negative,0.95,đóng gói chưa tốt
problem:chua-tot,chưa tốt,problem,22758,7959f3533c185ec2,tu_7959f3533c185ec2,negative,0.88,chưa tốt
location_landmark:ngo-chua-lien-phai-bach-mai,ngõ chùa liên phái bạch mai,location_landmark,22758,7959f3533c185ec2,tu_7959f3533c185ec2,neutral,0.79,ngõ chùa liên phái bạch mai
service_quality:thien-truong-pho-co-com-ga-xoi-mam,thiên trường - phở cồ & cơm gà xối mắm,service_quality,11471,244cbf6cab9d40b3,tu_244cbf6cab9d40b3,neutral,0.55,tên quán: thiên trường - phở cồ & cơm gà xối mắm
delivery_packaging:dong-goi,đóng gói,delivery_packaging,11471,244cbf6cab9d40b3,tu_244cbf6cab9d40b3,negative,0.97,đóng gói không cẩn thận
dish:com,cơm,dish,11471,244cbf6cab9d40b3,tu_244cbf6cab9d40b3,negative,0.89,cả cơm ... đều lèo tèo quá ít
dish:mi,mì,dish,11471,244cbf6cab9d40b3,tu_244cbf6cab9d40b3,negative,0.89,cả ... mì đều lèo tèo quá ít
food_descriptor:leo-teo,lèo tèo,food_descriptor,11471,244cbf6cab9d40b3,tu_244cbf6cab9d40b3,negative,0.83,lèo tèo quá ít
food_descriptor:qua-it,quá ít,food_descriptor,11471,244cbf6cab9d40b3,tu_244cbf6cab9d40b3,negative,0.95,quá ít
problem:dong-goi-khong-can-than,đóng gói không cẩn thận,problem,11471,244cbf6cab9d40b3,tu_244cbf6cab9d40b3,negative,0.98,đóng gói không cẩn thận
problem:dong-goi-chua-tot,đóng gói chưa tốt,problem,11471,244cbf6cab9d40b3,tu_244cbf6cab9d40b3,negative,0.96,đóng gói chưa tốt
space_quality:sach-se,sạch sẽ,space_quality,11471,d3c0592d59330390,tu_d3c0592d59330390,positive,0.97,sạch sẽ
delivery_packaging:dong-goi,đóng gói,delivery_packaging,11471,3290b898adddc379,tu_3290b898adddc379,positive,0.96,đóng gói tốt
space_quality:sach-se,sạch sẽ,space_quality,11471,3290b898adddc379,tu_3290b898adddc379,positive,0.75,sạch sẽ
delivery_packaging:dong-goi,đóng gói,delivery_packaging,11471,d94674e82246cc30,tu_d94674e82246cc30,positive,0.97,đóng gói tốt
food_descriptor:ngon-xiu,ngon xỉu,food_descriptor,11471,50199678ae31aa77,tu_50199678ae31aa77,positive,0.9,ngon xỉu
delivery_packaging:dong-goi-tot,đóng gói tốt,delivery_packaging,11471,50199678ae31aa77,tu_50199678ae31aa77,positive,0.98,đóng gói tốt
price_value:dang-dong-tien,đáng đồng tiền,price_value,11471,50199678ae31aa77,tu_50199678ae31aa77,positive,0.97,đáng đồng tiền
space_quality:sach-se,sạch sẽ,space_quality,11471,50199678ae31aa77,tu_50199678ae31aa77,positive,0.85,sạch sẽ
food_descriptor:ngon-xiu,ngon xỉu,food_descriptor,11471,b31bafef6a6c5f4f,tu_b31bafef6a6c5f4f,positive,0.94,ngon xỉu
space_quality:sach-se,sạch sẽ,space_quality,11471,b31bafef6a6c5f4f,tu_b31bafef6a6c5f4f,positive,0.84,sạch sẽ
delivery_packaging:dong-goi-tot,đóng gói tốt,delivery_packaging,11471,b31bafef6a6c5f4f,tu_b31bafef6a6c5f4f,positive,0.93,đóng gói tốt
dish:thien-truong-pho-co-com-ga-xoi-mam,thiên trường - phở cồ & cơm gà xối mắm,dish,11471,58884e5ebe3ac1c9,tu_58884e5ebe3ac1c9,positive,0.51,tên quán: thiên trường - phở cồ & cơm gà xối mắm
service_quality:food-quality,food_quality,service_quality,11471,58884e5ebe3ac1c9,tu_58884e5ebe3ac1c9,positive,0.55,ngon xỉu
delivery_packaging:dong-goi,đóng gói,delivery_packaging,11471,58884e5ebe3ac1c9,tu_58884e5ebe3ac1c9,positive,0.95,đóng gói tốt
food_descriptor:tot,tốt,food_descriptor,11471,58884e5ebe3ac1c9,tu_58884e5ebe3ac1c9,positive,0.68,tốt
problem:problem,problem,problem,11471,58884e5ebe3ac1c9,tu_58884e5ebe3ac1c9,neutral,0.05,
delivery_packaging:packaging,packaging,delivery_packaging,11471,2e8f091631a99785,tu_2e8f091631a99785,negative,0.86,packaging=-1.00
problem:sai-thieu-mon,sai/thiếu món,problem,11471,2e8f091631a99785,tu_2e8f091631a99785,negative,0.98,sai/thiếu món
dish:pho-co-com-ga-xoi-mam,phở cồ & cơm gà xối mắm,dish,11471,851efab10ca73713,tu_851efab10ca73713,positive,0.69,phở cồ & cơm gà xối mắm
food_descriptor:ngon,ngon,food_descriptor,11471,851efab10ca73713,tu_851efab10ca73713,positive,0.83,khá ngon
dish:pho-co,phở cồ,dish,11471,db76f1976fb4e848,tu_db76f1976fb4e848,neutral,0.8,phở cồ
dish:com-ga-xoi-mam,cơm gà xối mắm,dish,11471,db76f1976fb4e848,tu_db76f1976fb4e848,neutral,0.88,cơm gà xối mắm
service_quality:service-te,service tệ,service_quality,11471,db76f1976fb4e848,tu_db76f1976fb4e848,negative,0.94,quán làm ăn cực kỳ tệ
food_descriptor:khong-hop-khau-vi,không hợp khẩu vị,food_descriptor,11471,db76f1976fb4e848,tu_db76f1976fb4e848,negative,0.78,không hợp khẩu vị
problem:cho-hanh-du-da-dan-khong-hanh,cho hành dù đã dặn không hành,problem,11471,db76f1976fb4e848,tu_db76f1976fb4e848,negative,0.97,dặn không hành rất to rồi nhưng vẫn cho 1 đống
problem:sai-thieu-mon,sai/thiếu món,problem,11471,db76f1976fb4e848,tu_db76f1976fb4e848,negative,0.96,sai/thiếu món
problem:khong-lam-dung-ghi-chu,không làm đúng ghi chú,problem,11471,db76f1976fb4e848,tu_db76f1976fb4e848,negative,0.98,không làm đúng ghi chú
price_value:dang-dong-tien,đáng đồng tiền,price_value,11326,38ef02ba212b466a,tu_38ef02ba212b466a,positive,0.97,đáng đồng tiền
food_descriptor:ngon-xiu,ngon xỉu,food_descriptor,11326,bc445469771870b9,tu_bc445469771870b9,positive,0.91,ngon xỉu
price_value:dang-dong-tien,đáng đồng tiền,price_value,11326,bc445469771870b9,tu_bc445469771870b9,positive,0.95,đáng đồng tiền
space_quality:sach-se,sạch sẽ,space_quality,11326,bc445469771870b9,tu_bc445469771870b9,positive,0.79,sạch sẽ
delivery_packaging:dong-goi-tot,đóng gói tốt,delivery_packaging,11326,bc445469771870b9,tu_bc445469771870b9,positive,0.96,đóng gói tốt
dish:com-van-phong-nuoc-ep,cơm văn phòng & nước ép,dish,11326,e90946fe5e330b0d,tu_e90946fe5e330b0d,positive,0.77,cơm văn phòng & nước ép
food_descriptor:ngon-xiu,ngon xỉu,food_descriptor,11326,e90946fe5e330b0d,tu_e90946fe5e330b0d,positive,0.94,ngon xỉu
price_value:dang-dong-tien,đáng đồng tiền,price_value,11326,e90946fe5e330b0d,tu_e90946fe5e330b0d,positive,0.96,đáng đồng tiền
delivery_packaging:dong-goi-tot,đóng gói tốt,delivery_packaging,11326,e90946fe5e330b0d,tu_e90946fe5e330b0d,positive,0.95,đóng gói tốt
space_quality:sach-se,sạch sẽ,space_quality,11326,e90946fe5e330b0d,tu_e90946fe5e330b0d,positive,0.83,sạch sẽ
dish:do-an,đồ ăn,dish,11326,ea92d4a304b91d71,tu_ea92d4a304b91d71,positive,0.93,"siêu ngon, ăn siêu no"
food_descriptor:ngon,ngon,food_descriptor,11326,ea92d4a304b91d71,tu_ea92d4a304b91d71,positive,0.97,siêu ngon
price_value:gia-tri-tien,giá trị tiền,price_value,11326,ea92d4a304b91d71,tu_ea92d4a304b91d71,positive,0.94,đáng đồng tiền
space_quality:sach-se,sạch sẽ,space_quality,11326,ea92d4a304b91d71,tu_ea92d4a304b91d71,positive,0.86,sạch sẽ
delivery_packaging:dong-goi,đóng gói,delivery_packaging,11326,ea92d4a304b91d71,tu_ea92d4a304b91d71,positive,0.93,đóng gói tốt
dish:com-van-phong,cơm văn phòng,dish,11326,12cf45f29ea20b39,tu_12cf45f29ea20b39,negative,0.88,ko giống cơm vp
problem:khong-giong-com-van-phong,không giống cơm văn phòng,problem,11326,12cf45f29ea20b39,tu_12cf45f29ea20b39,negative,0.91,ko giống cơm vp
dish:com,cơm,dish,8314,4f5984817280af3b,tu_4f5984817280af3b,positive,0.91,cơm giòn ngon
food_descriptor:gion,giòn,food_descriptor,8314,4f5984817280af3b,tu_4f5984817280af3b,positive,0.95,cơm giòn ngon
food_descriptor:ngon,ngon,food_descriptor,8314,4f5984817280af3b,tu_4f5984817280af3b,positive,0.96,cơm giòn ngon; ngon xỉu
delivery_packaging:dong-goi,đóng gói,delivery_packaging,8314,4f5984817280af3b,tu_4f5984817280af3b,positive,0.94,đóng gói tốt
price_value:dang-dong-tien,đáng đồng tiền,price_value,8314,4f5984817280af3b,tu_4f5984817280af3b,positive,0.95,đáng đồng tiền
space_quality:sach-se,sạch sẽ,space_quality,8314,4f5984817280af3b,tu_4f5984817280af3b,positive,0.82,sạch sẽ
dish:pho-bo,phở bò,dish,8314,dbb8e7f078a878fe,tu_dbb8e7f078a878fe,neutral,0.77,tên quán: phở bò cơm rang duy nhất
dish:com-rang,cơm rang,dish,8314,dbb8e7f078a878fe,tu_dbb8e7f078a878fe,neutral,0.77,tên quán: phở bò cơm rang duy nhất
service_quality:phuc-vu-khong-noi-gi,phục vụ không nói gì,service_quality,8314,dbb8e7f078a878fe,tu_dbb8e7f078a878fe,negative,0.9,để đây và không nói gì
problem:khong-dam-bao-ve-sinh,không đảm bảo vệ sinh,problem,8314,dbb8e7f078a878fe,tu_dbb8e7f078a878fe,negative,0.98,không đảm bảo vệ sinh
space_quality:sach-se,sạch sẽ,space_quality,8314,2af46641d7006282,tu_2af46641d7006282,positive,0.98,sạch sẽ
price_value:dang-dong-tien,đáng đồng tiền,price_value,8314,a57e2ff5f83d9ca4,tu_a57e2ff5f83d9ca4,positive,0.98,đáng đồng tiền
delivery_packaging:dong-goi,đóng gói,delivery_packaging,8314,0b6e54fb55a62d8d,tu_0b6e54fb55a62d8d,positive,0.98,đóng gói tốt
price_value:gia-ca,giá cả,price_value,8314,3f00b8f79cdd65ed,tu_3f00b8f79cdd65ed,positive,0.95,đáng đồng tiền
dish:chat-luong-mon-an,chất lượng món ăn,dish,8314,3f00b8f79cdd65ed,tu_3f00b8f79cdd65ed,positive,0.66,ngon xỉu
food_descriptor:ngon-xiu,ngon xỉu,food_descriptor,8314,3f00b8f79cdd65ed,tu_3f00b8f79cdd65ed,positive,0.93,ngon xỉu
space_quality:khong-gian-ve-sinh,không gian/vệ sinh,space_quality,8314,3f00b8f79cdd65ed,tu_3f00b8f79cdd65ed,positive,0.84,sạch sẽ
delivery_packaging:dong-goi,đóng gói,delivery_packaging,8314,3f00b8f79cdd65ed,tu_3f00b8f79cdd65ed,positive,0.94,đóng gói tốt
dish:mon-an,món ăn,dish,8314,fde5e6063834b72d,tu_fde5e6063834b72d,positive,0.57,ngon xỉu
food_descriptor:ngon-xiu,ngon xỉu,food_descriptor,8314,fde5e6063834b72d,tu_fde5e6063834b72d,positive,0.94,ngon xỉu
price_value:dang-dong-tien,đáng đồng tiền,price_value,8314,fde5e6063834b72d,tu_fde5e6063834b72d,positive,0.96,đáng đồng tiền
delivery_packaging:dong-goi-tot,đóng gói tốt,delivery_packaging,8314,fde5e6063834b72d,tu_fde5e6063834b72d,positive,0.97,đóng gói tốt
food_descriptor:ngon,ngon,food_descriptor,8314,0f92bffdac0e0729,tu_0f92bffdac0e0729,positive,0.9,khá ngon
delivery_packaging:dong-goi,đóng gói,delivery_packaging,8314,067f0442bf3588bd,tu_067f0442bf3588bd,negative,0.95,đóng gói chưa tốt
problem:chua-tot,chưa tốt,problem,8314,067f0442bf3588bd,tu_067f0442bf3588bd,negative,0.91,chưa tốt
dish:pho-xao,phở xào,dish,8314,c245f9e52651f9a3,tu_c245f9e52651f9a3,negative,0.96,phở xào hơi nhạt
food_descriptor:nhat,nhạt,food_descriptor,8314,c245f9e52651f9a3,tu_c245f9e52651f9a3,negative,0.97,hơi nhạt
problem:thieu-magie,thiếu magie,problem,8314,c245f9e52651f9a3,tu_c245f9e52651f9a3,negative,0.62,hình như thiếu magie
dish:com-cum,cơm cũm,dish,8314,c245f9e52651f9a3,tu_c245f9e52651f9a3,negative,0.72,cơm cũm hơi nhạt
dish:nuoc-canh,nước canh,dish,8314,c245f9e52651f9a3,tu_c245f9e52651f9a3,positive,0.83,mỗi nc canh là đậm
food_descriptor:dam,đậm,food_descriptor,8314,c245f9e52651f9a3,tu_c245f9e52651f9a3,positive,0.9,là đậm
dish:bun-rieu-cua,bún riêu cua,dish,126147,c052075a94117be3,tu_c052075a94117be3,neutral,0.65,tên quán: ... bún riêu cua
dish:com-rang,cơm rang,dish,126147,c052075a94117be3,tu_c052075a94117be3,neutral,0.65,tên quán: ... cơm rang
dish:pho-xao,phở xào,dish,126147,c052075a94117be3,tu_c052075a94117be3,neutral,0.65,tên quán: ... phở xào
problem:khong-giong-tren-anh,không giống trên ảnh,problem,126147,c052075a94117be3,tu_c052075a94117be3,negative,0.96,không giống trên ảnh
service_quality:quan-ha-noi-xua-bun-cha-truong-chinh,quán hà nội xưa - bún chả - trường chinh,service_quality,59967,856653aa94c915f9,tu_856653aa94c915f9,negative,0.52,trải nhiệm rất tệ
problem:dua-moc,đũa mốc,problem,59967,856653aa94c915f9,tu_856653aa94c915f9,negative,0.98,đũa mốc
dish:cha,chả,dish,59967,856653aa94c915f9,tu_856653aa94c915f9,negative,0.87,chả có 5 miếng
problem:khong-dam-bao-ve-sinh,không đảm bảo vệ sinh,problem,59967,856653aa94c915f9,tu_856653aa94c915f9,negative,0.97,không đảm bảo vệ sinh
service_quality:ve-sinh,vệ sinh,service_quality,59967,856653aa94c915f9,tu_856653aa94c915f9,negative,0.74,không đảm bảo vệ sinh
delivery_packaging:dong-goi,đóng gói,delivery_packaging,59967,ab33fb4f749c77ea,tu_ab33fb4f749c77ea,positive,0.97,đóng gói tốt
price_value:dang-dong-tien,đáng đồng tiền,price_value,59967,ab33fb4f749c77ea,tu_ab33fb4f749c77ea,positive,0.95,đáng đồng tiền
dish:nuoc-cham,nước chấm,dish,59967,6171cc4bcedb39e0,tu_6171cc4bcedb39e0,negative,0.72,không có nước chấm
problem:thieu-nuoc-cham,thiếu nước chấm,problem,59967,6171cc4bcedb39e0,tu_6171cc4bcedb39e0,negative,0.93,không có nước chấm
price_value:gia-50k,giá 50k,price_value,59967,df3e9851b3929fb9,tu_df3e9851b3929fb9,negative,0.95,50k mà
problem:phan-an-it,phần ăn ít,problem,59967,df3e9851b3929fb9,tu_df3e9851b3929fb9,negative,0.96,được có mấy miếng
service_quality:quan-ha-noi-xua-bun-cha-truong-chinh,quán hà nội xưa - bún chả - trường chinh,service_quality,59967,f74c9edfc07b7cd2,tu_f74c9edfc07b7cd2,neutral,0.51,tên quán: quán hà nội xưa - bún chả - trường chinh
dish:cha-bam,chả băm,dish,59967,f74c9edfc07b7cd2,tu_f74c9edfc07b7cd2,positive,0.91,chả băm ok
dish:cha-mieng,chả miếng,dish,59967,f74c9edfc07b7cd2,tu_f74c9edfc07b7cd2,negative,0.88,chả miếng thì hơi chán
price_value:gia,giá,price_value,59967,f74c9edfc07b7cd2,tu_f74c9edfc07b7cd2,negative,0.9,giá không rẻ
dish:thit,thịt,dish,59967,f74c9edfc07b7cd2,tu_f74c9edfc07b7cd2,negative,0.86,thịt dai và có phần hơi bèo nhèo
food_descriptor:dai,dai,food_descriptor,59967,f74c9edfc07b7cd2,tu_f74c9edfc07b7cd2,negative,0.92,thịt dai
food_descriptor:beo-nheo,bèo nhèo,food_descriptor,59967,f74c9edfc07b7cd2,tu_f74c9edfc07b7cd2,negative,0.9,hơi bèo nhèo
dish:thit-ba-chi,thịt ba chỉ,dish,59967,f74c9edfc07b7cd2,tu_f74c9edfc07b7cd2,negative,0.84,ai fan thịt ba chỉ thì không ưng nổi
problem:khong-ung-noi,không ưng nổi,problem,59967,f74c9edfc07b7cd2,tu_f74c9edfc07b7cd2,negative,0.72,không ưng nổi
dish:com,cơm,dish,59967,17ed891e32f351a4,tu_17ed891e32f351a4,negative,0.94,cơm dở
food_descriptor:do,dở,food_descriptor,59967,17ed891e32f351a4,tu_17ed891e32f351a4,negative,0.97,dở
food_descriptor:ngon-xiu,ngon xỉu,food_descriptor,128724,f5c514fa5ee0b2d6,tu_f5c514fa5ee0b2d6,positive,0.96,ngon xỉu
price_value:dang-dong-tien,đáng đồng tiền,price_value,128724,f5c514fa5ee0b2d6,tu_f5c514fa5ee0b2d6,positive,0.95,đáng đồng tiền
space_quality:sach-se,sạch sẽ,space_quality,128724,f5c514fa5ee0b2d6,tu_f5c514fa5ee0b2d6,positive,0.84,sạch sẽ
delivery_packaging:dong-goi-tot,đóng gói tốt,delivery_packaging,128724,f5c514fa5ee0b2d6,tu_f5c514fa5ee0b2d6,positive,0.97,đóng gói tốt
dish:phan-dac-biet,phần đặc biệt,dish,128724,a0b6632d19436c51,tu_a0b6632d19436c51,neutral,0.82,phần đặc biệt
food_descriptor:nhieu-topping,nhiều topping,food_descriptor,128724,a0b6632d19436c51,tu_a0b6632d19436c51,positive,0.88,nhiều topping
problem:ko-co-trung-non,ko có trứng non,problem,128724,a0b6632d19436c51,tu_a0b6632d19436c51,negative,0.95,ko có trứng non
food_descriptor:an-cung-ok,ăn cũng ok,food_descriptor,128724,a0b6632d19436c51,tu_a0b6632d19436c51,positive,0.72,ăn cũng ok
dish:trung-cut,trứng cút,dish,128724,82bb612a157093f3,tu_82bb612a157093f3,neutral,0.86,trứng cút
